Hero,Skill Tier,KDA Ratio,"Pick Rate, %","Win Rate, %",Eliminations / 10min,Objective Kills / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,"Scoped Accuracy, %",Biotic Grenade Kills / 10min,Enemies Slept / 10min,Healing Amplified / 10min,Nano Boost Assists / 10min,Blaster Kills / 10min,Damage Amplified / 10min,Players Resurrected / 10min,Final Blows / 10min,Solo Kills / 10min,"Weapon Accuracy, %","Crit Accuracy, %",Deadeye Kills / 10min,Magnetic Grenade Attaches,Magnetic Grenade Kills / 10min,Swift Strike Resets / 10min,Damage Reflected / 10min,Ultimates Reflected / 10min,Dragonblade Kills / 10min,Kunai Kills / 10min,Effects Cleansed / 10min,Kitsune Rush Assists / 10min,"Secondary Accuracy, %",Biotic Orb Kills / 10min,"Ally Coalescence Efficiency, %","Enemy Coalescence Efficiency, %",Coalescence Kills / 10min,Objective Contest Time / 10min,Charge Kills / 10min,Fire Strike Kills / 10min,Earthshatter Kills / 10min,Long Range Kills / 10min,Storm Arrow Kills / 10min,Recon Assists / 10min,Dragonstrike Kills / 10min,Venom Mine Kills / 10min,"Helix Rocket Accuracy, %",Helix Rocket Kills / 10min,Tactical Visor Kills / 10min,"Charged Volley Accuracy, %",Charged Volley Kills / 10min,Transcendence Healing / 10min,Knockbacks / 10min,Sound Barriers / 10min,"Micro Missile Kills, % / 10min",Call Mech Kills / 10min,Self-Destruct Kills / 10min,Direct Hits,Concussion Mine Kills / 10min,Enemies Trapped / 10min,Coach Gun Kills / 10min,Dynamite Kills / 10min,Bob Kills / 10min,Self Healing / 10min,Low Health Recalls / 10min,Pulse Bombs Stuck / 10min,Pulse Bomb Kills / 10min,Chain Hook Kills / 10min,"Chain Hook Accuracy, %",Whole Hog Kills / 10min,"Primary Accuracy, %",High Energy Kills / 10min,"Average Energy, %",Graviton Surge Kills / 10min,Death Blossom Kills / 10min,Healing Accuracy,Deaths Prevented / 10min,Amp Matrix Assists / 10min,Energy Javelin Kills / 10min,Javelin Spin Kills / 10min,Terra Surge Kills / 10min,"Airtime, %",Barrage Kills / 10min,Accretion Kills / 10min,Overhealth / 10min,Gravitic Flux Kills / 10min,Rocket Punch Kills / 10min,Seismic Slam Kills / 10min,Meteor Strike Kills / 10min,Inspire Uptime,"Icicle Accuracy, % / 10min","Icicle Crit Accuracy, % / 10min",Enemies Frozen / 10min,Blizzard Kills / 10min,Jump Pack Kills / 10min,Primal Rage Kills / 10min,Recon Kills / 10min,Assault Kills / 10min,Tactical Grenade Kills / 10min,Artillery Kills / 10min,Enemies Hacked / 10min,Low Health Teleports / 10min,EMP Kills / 10min,Grappling Claw Kills / 10min,Piledriver Kills / 10min,"Charged Shot Accuracy, %","Charged Crit Accuracy, %",Charged Shot Kills / 10min,Disruptor Shot Kills / 10min,Overclock Kills / 10min,Average Damage Multiplier,Players Teleported / 10min,Sentry Turret Kills / 10min,Hammer Kills / 10min,Turret Kills / 10min,Molten Core Kills / 10min,"Pummel Accuracy, %",Pummel Kills / 10min,Ravenous Vortex Kills / 10min,Annihilation Kills / 10min,"Jagged Blade Accuracy, %",Carnage Kills / 10min,"Wound Uptime, %",Rampage Kills / 10min,"Focusing Beam Accuracy, %",Focusing Beam Kills / 10min,"Sticky Bomb Accuracy, %",Sticky Bomb Kills / 10min,Duplicate Kills / 10min,Role
Hanzo,Platinum,3.33,4.09,46.85,17.22,5.99,40,7444,,7.75,,,,,,,,,11.26,3.09,30,11,,,,,,,,,,,,,,,,,,,,2.45,5.28,2.74,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Diamond,3.35,4.5,46.61,17.58,5.95,39,7590,,7.77,,,,,,,,,11.54,3.17,30,11,,,,,,,,,,,,,,,,,,,,2.47,5.50,2.82,2.20,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Master,3.33,4.6,46.73,17.61,5.89,38,7604,,7.8,,,,,,,,,11.56,3.17,30,11,,,,,,,,,,,,,,,,,,,,2.46,5.62,2.87,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Grandmaster,3.34,4.63,46.92,17.65,5.84,38,7612,,7.81,,,,,,,,,11.61,3.18,30,11,,,,,,,,,,,,,,,,,,,,2.46,5.71,2.91,2.21,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,All,2.75,4.1,44.83,15.36,3.66,15,5564,,7.55,44,,,,,,,,10.30,4.17,,,,,,,,,,,,,,,,,,,,,,,,3.66,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Bronze,2.54,3.55,44.65,14.07,3.54,15,5120,,7.52,44,,,,,,,,9.19,3.74,,,,,,,,,,,,,,,,,,,,,,,,3.39,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Silver,2.57,3.41,44.36,14.18,3.55,15,5163,,7.5,44,,,,,,,,9.30,3.79,,,,,,,,,,,,,,,,,,,,,,,,3.42,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Gold,2.63,3.3,44.61,14.53,3.6,15,5290,,7.5,44,,,,,,,,9.57,3.89,,,,,,,,,,,,,,,,,,,,,,,,3.48,,1.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Platinum,2.68,3.97,44.21,15.04,3.65,15,5456,,7.53,44,,,,,,,,10.01,4.07,,,,,,,,,,,,,,,,,,,,,,,,3.59,,1.30,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Diamond,2.71,4.4,44.97,15.41,3.68,15,5563,,7.6,44,,,,,,,,10.33,4.21,,,,,,,,,,,,,,,,,,,,,,,,3.69,,1.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Master,2.69,4.79,45.3,15.49,3.66,15,5581,,7.65,44,,,,,,,,10.41,4.23,,,,,,,,,,,,,,,,,,,,,,,,3.73,,1.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Grandmaster,2.72,4.78,45.52,15.75,3.67,15,5651,,7.66,44,,,,,,,,10.63,4.30,,,,,,,,,,,,,,,,,,,,,,,,3.81,,1.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,All,3.27,3.2,48.05,20.51,7.74,50,8689,1424,8.22,,,,,,,,,10.66,2.22,34,7,,,,,,,,,,,,,,,,,,,,1.25,,,,,57,7.07,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Bronze,2.92,3.13,48.33,19.39,7.68,53,8118,1406,8.48,,,,,,,,,9.91,2.11,32,7,,,,,,,,,,,,,,,,,,,,1.14,,,,,54,6.43,3.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Silver,2.98,3.09,48.26,19.53,7.75,53,8180,1413,8.46,,,,,,,,,9.98,2.11,32,7,,,,,,,,,,,,,,,,,,,,1.13,,,,,55,6.47,3.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Gold,3.07,3.01,48.12,19.91,7.82,53,8355,1424,8.38,,,,,,,,,10.23,2.15,33,7,,,,,,,,,,,,,,,,,,,,1.16,,,,,55,6.67,3.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Platinum,3.18,3.21,48.55,20.35,7.78,50,8573,1432,8.26,,,,,,,,,10.55,2.22,33,7,,,,,,,,,,,,,,,,,,,,1.22,,,,,56,6.93,3.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Diamond,3.21,3.58,48.65,20.56,7.7,49,8683,1436,8.22,,,,,,,,,10.72,2.28,34,7,,,,,,,,,,,,,,,,,,,,1.27,,,,,57,7.09,3.47,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Master,3.19,3.61,48.78,20.51,7.62,48,8664,1438,8.24,,,,,,,,,10.71,2.28,34,7,,,,,,,,,,,,,,,,,,,,1.29,,,,,56,7.09,3.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Grandmaster,3.17,3.65,49.13,20.45,7.59,48,8641,1435,8.27,,,,,,,,,10.68,2.27,34,7,,,,,,,,,,,,,,,,,,,,1.30,,,,,56,7.05,3.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Zenyatta,All,5.79,3.33,52.54,14.8,5.86,55,5092,5708,7.08,,,,,,,610.72,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,6.20,1237.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Bronze,5.2,3.12,51.81,13.78,5.68,55,4701,5545,7.3,,,,,,,610.38,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5.40,1175.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Silver,5.25,2.96,51.9,13.89,5.74,56,4737,5562,7.3,,,,,,,616.83,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5.38,1187.39,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Gold,5.4,2.96,52.2,14.14,5.81,56,4827,5615,7.25,,,,,,,611.12,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5.55,1203.14,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Platinum,5.59,3.35,52.18,14.49,5.85,55,4960,5690,7.13,,,,,,,594.73,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5.93,1225.90,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Diamond,5.71,3.73,52.46,14.71,5.84,54,5043,5708,7.06,,,,,,,574.85,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,6.20,1235.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Master,5.66,3.91,52.46,14.71,5.78,53,5045,5693,7.05,,,,,,,558.63,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,6.27,1226.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Grandmaster,5.67,3.9,52.39,14.81,5.73,52,5091,5655,7.06,,,,,,,563.26,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,6.39,1218.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,All,4.25,3.4,52.14,13.51,5.91,91,3776,7200,7.24,,,,,,,,,,,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.82,10.27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Bronze,3.75,3.49,52.22,12.54,5.9,94,3481,7415,7.42,,,,,,,,,,,25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.67,10.26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Silver,3.81,3.28,52.22,12.67,5.95,95,3519,7444,7.41,,,,,,,,,,,25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,25.38,10.29,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Gold,3.93,3.22,52.42,12.92,5.99,95,3592,7421,7.35,,,,,,,,,,,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.36,10.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Platinum,4.09,3.55,52.27,13.26,5.98,93,3687,7339,7.28,,,,,,,,,,,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.46,10.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Diamond,4.14,3.9,52.34,13.42,5.95,91,3740,7245,7.27,,,,,,,,,,,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.79,10.35,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Master,4.08,4.09,52.59,13.42,5.92,90,3743,7199,7.28,,,,,,,,,,,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.51,10.37,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Grandmaster,4.1,4.07,52.49,13.48,5.89,89,3766,7135,7.29,,,,,,,,,,,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,27.67,10.36,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
D.Va,All,6.72,3.65,50.13,21.08,6.6,93,7065,,5.53,,,,,,,,,,,24,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,9.06,2.31,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Bronze,6.05,4.64,50.78,20.2,6.65,96,6644,,5.74,,,,,,,,,,,23,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,8.26,2.32,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Silver,6.16,4.3,50.76,20.39,6.7,96,6730,,5.71,,,,,,,,,,,23,,,,,,,,,,,,,,,,,76,,,,,,,,,,,,,,,,,8.45,2.33,2.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Gold,6.31,4.06,50.73,20.64,6.7,95,6840,,5.66,,,,,,,,,,,23,,,,,,,,,,,,,,,,,75,,,,,,,,,,,,,,,,,8.65,2.32,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Platinum,6.52,4.31,50.96,20.96,6.67,93,6971,,5.58,,,,,,,,,,,24,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,8.94,2.32,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Diamond,6.62,4.47,50.89,21.06,6.6,92,7006,,5.53,,,,,,,,,,,24,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,9.07,2.31,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Master,6.5,4.64,51.31,20.97,6.57,92,6967,,5.55,,,,,,,,,,,24,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,8.98,2.32,2.32,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Grandmaster,6.58,4.89,51.48,20.98,6.54,92,6971,,5.55,,,,,,,,,,,24,,,,,,,,,,,,,,,,,73,,,,,,,,,,,,,,,,,9.00,2.31,2.31,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Junkrat,All,2.89,2.73,48.04,17.47,6.42,44,7942,,8.21,,,,,,,,,11.21,3.43,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,4.45,4.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Bronze,2.65,2.98,48.14,16.69,6.49,46,7549,,8.38,,,,,,,,,10.59,3.25,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4.02,4.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Silver,2.7,2.88,48.27,16.86,6.55,47,7627,,8.36,,,,,,,,,10.71,3.27,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4.09,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Gold,2.78,2.8,48.2,17.11,6.53,46,7761,,8.29,,,,,,,,,10.90,3.33,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4.18,4.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Platinum,2.82,2.86,48.19,17.34,6.44,44,7883,,8.24,,,,,,,,,11.10,3.41,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4.31,4.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Diamond,2.81,3.07,48.05,17.38,6.34,43,7898,,8.25,,,,,,,,,11.16,3.45,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4.36,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Master,2.78,3.08,48.34,17.26,6.32,43,7829,,8.28,,,,,,,,,11.06,3.43,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4.33,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Grandmaster,2.76,3.18,48.37,17.19,6.31,43,7792,,8.31,,,,,,,,,11.01,3.41,23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,14,4.34,4.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,All,3.03,2.32,49.72,17.72,6.37,48,8311,,7.29,40,,,,,,,,9.40,1.99,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,5.08,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Bronze,2.78,2.12,49.24,16.54,6.24,50,7662,,7.43,39,,,,,,,,8.65,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,4.56,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Silver,2.8,2.09,49.24,16.62,6.3,50,7700,,7.4,39,,,,,,,,8.68,1.87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,4.60,2.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Gold,2.86,2.08,49.31,17.01,6.39,50,7911,,7.35,40,,,,,,,,8.92,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,4.78,2.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Platinum,2.98,2.29,49.76,17.57,6.42,49,8213,,7.3,40,,,,,,,,9.28,1.98,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,5.02,2.94,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Diamond,3.0,2.48,49.77,17.99,6.41,47,8438,,7.31,41,,,,,,,,9.59,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.89,5.19,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Master,3.01,2.42,49.76,17.99,6.34,47,8450,,7.35,41,,,,,,,,9.62,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.91,5.20,2.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Grandmaster,3.0,2.42,50.12,18.08,6.31,47,8495,,7.38,41,,,,,,,,9.70,2.05,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.94,5.20,2.97,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,All,2.83,2.71,46.59,18.52,6.38,56,6473,,8.3,,,,,,,,,8.88,2.45,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,804.02,4.82,1.54,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Bronze,2.56,2.33,46.74,17.29,6.27,58,5944,,8.45,,,,,,,,,8.14,2.34,31,7,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,762.68,4.64,1.43,2.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Silver,2.59,2.21,46.79,17.39,6.32,59,5984,,8.43,,,,,,,,,8.17,2.32,31,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,770.23,4.70,1.44,2.09,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Gold,2.68,2.22,46.49,17.7,6.37,58,6135,,8.37,,,,,,,,,8.34,2.33,31,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,780.06,4.75,1.47,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Platinum,2.75,2.5,46.8,18.24,6.45,57,6350,,8.34,,,,,,,,,8.69,2.41,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,795.09,4.81,1.52,2.16,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Diamond,2.79,2.95,47.05,18.64,6.44,56,6494,,8.33,,,,,,,,,8.98,2.50,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,803.61,4.87,1.56,2.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Master,2.81,3.11,47.17,18.8,6.41,55,6529,,8.34,,,,,,,,,9.14,2.58,33,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,809.95,4.88,1.57,2.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Grandmaster,2.89,3.24,48.17,19.09,6.38,54,6624,,8.31,,,,,,,,,9.40,2.69,33,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,813.89,4.88,1.60,2.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Roadhog,All,4.03,2.65,46.58,18.48,7.11,83,7085,,6.66,,,,,,,,,,,26,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,,,,,,,,,,4379.40,,,,9.93,50.39,2.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
