Hero,Skill Tier,KDA Ratio,"Pick Rate, %","Win Rate, %",Eliminations / 10min,Objective Kills / 10min,Objective Time / 10min,Damage / 10min,Healing / 10min,Deaths / 10min,"Scoped Accuracy, %",Biotic Grenade Kills / 10min,Enemies Slept / 10min,Healing Amplified / 10min,Nano Boost Assists / 10min,Blaster Kills / 10min,Damage Amplified / 10min,Players Resurrected / 10min,Final Blows / 10min,Solo Kills / 10min,"Weapon Accuracy, %","Crit Accuracy, %",Deadeye Kills / 10min,Magnetic Grenade Attaches,Magnetic Grenade Kills / 10min,Swift Strike Resets / 10min,Damage Reflected / 10min,Ultimates Reflected / 10min,Dragonblade Kills / 10min,Kunai Kills / 10min,Effects Cleansed / 10min,Kitsune Rush Assists / 10min,"Secondary Accuracy, %",Biotic Orb Kills / 10min,"Ally Coalescence Efficiency, %","Enemy Coalescence Efficiency, %",Coalescence Kills / 10min,Objective Contest Time / 10min,Charge Kills / 10min,Fire Strike Kills / 10min,Earthshatter Kills / 10min,Long Range Kills / 10min,Storm Arrow Kills / 10min,Recon Assists / 10min,Dragonstrike Kills / 10min,Venom Mine Kills / 10min,"Helix Rocket Accuracy, %",Helix Rocket Kills / 10min,Tactical Visor Kills / 10min,"Charged Volley Accuracy, %",Charged Volley Kills / 10min,Transcendence Healing / 10min,Knockbacks / 10min,Sound Barriers / 10min,"Micro Missile Kills, % / 10min",Call Mech Kills / 10min,Self-Destruct Kills / 10min,Direct Hits,Concussion Mine Kills / 10min,Enemies Trapped / 10min,Coach Gun Kills / 10min,Dynamite Kills / 10min,Bob Kills / 10min,Self Healing / 10min,Low Health Recalls / 10min,Pulse Bombs Stuck / 10min,Pulse Bomb Kills / 10min,Chain Hook Kills / 10min,"Chain Hook Accuracy, %",Whole Hog Kills / 10min,"Primary Accuracy, %",High Energy Kills / 10min,"Average Energy, %",Graviton Surge Kills / 10min,Death Blossom Kills / 10min,Healing Accuracy,Deaths Prevented / 10min,Amp Matrix Assists / 10min,Energy Javelin Kills / 10min,Javelin Spin Kills / 10min,Terra Surge Kills / 10min,"Airtime, %",Barrage Kills / 10min,Accretion Kills / 10min,Overhealth / 10min,Gravitic Flux Kills / 10min,Rocket Punch Kills / 10min,Seismic Slam Kills / 10min,Meteor Strike Kills / 10min,Inspire Uptime,"Icicle Accuracy, % / 10min","Icicle Crit Accuracy, % / 10min",Enemies Frozen / 10min,Blizzard Kills / 10min,Jump Pack Kills / 10min,Primal Rage Kills / 10min,Recon Kills / 10min,Assault Kills / 10min,Tactical Grenade Kills / 10min,Artillery Kills / 10min,Enemies Hacked / 10min,Low Health Teleports / 10min,EMP Kills / 10min,Grappling Claw Kills / 10min,Piledriver Kills / 10min,"Charged Shot Accuracy, %","Charged Crit Accuracy, %",Charged Shot Kills / 10min,Disruptor Shot Kills / 10min,Overclock Kills / 10min,Average Damage Multiplier,Players Teleported / 10min,Sentry Turret Kills / 10min,Hammer Kills / 10min,Turret Kills / 10min,Molten Core Kills / 10min,"Pummel Accuracy, %",Pummel Kills / 10min,Ravenous Vortex Kills / 10min,Annihilation Kills / 10min,"Jagged Blade Accuracy, %",Carnage Kills / 10min,"Wound Uptime, %",Rampage Kills / 10min,"Focusing Beam Accuracy, %",Focusing Beam Kills / 10min,"Sticky Bomb Accuracy, %",Sticky Bomb Kills / 10min,Duplicate Kills / 10min,Role
Hanzo,Platinum,3.23,3.38,49.52,17.37,6.28,52,7814,,7.71,,,,,,,,,11.21,2.68,33,12,,,,,,,,,,,,,,,,,,,,2.61,5.38,3.68,1.91,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Diamond,3.20,5.81,50.03,17.70,6.07,50,7938,,7.74,,,,,,,,,11.48,2.73,34,12,,,,,,,,,,,,,,,,,,,,2.63,5.65,3.91,1.83,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Master,3.13,7.35,50.08,17.53,5.71,47,7932,,7.75,,,,,,,,,11.38,2.67,34,13,,,,,,,,,,,,,,,,,,,,2.61,5.80,4.07,1.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Hanzo,Grandmaster,3.09,8.97,50.72,16.88,5.05,43,7801,,7.65,,,,,,,,,10.93,2.52,33,13,,,,,,,,,,,,,,,,,,,,2.57,5.78,4.20,1.55,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,All,2.52,2.11,48.59,15.56,3.59,22,5793,,8.15,45,,,,,,,,10.77,4.26,,,,,,,,,,,,,,,,,,,,,,,,3.19,,1.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Bronze,2.54,0.73,42.05,13.52,3.57,19,5272,,7.64,44,,,,,,,,9.01,3.69,,,,,,,,,,,,,,,,,,,,,,,,2.95,,1.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Silver,2.62,0.78,44.25,14.63,3.74,19,5535,,7.79,45,,,,,,,,9.89,3.96,,,,,,,,,,,,,,,,,,,,,,,,3.07,,1.33,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Gold,2.63,1.07,46.43,15.19,3.73,21,5714,,7.83,46,,,,,,,,10.38,4.15,,,,,,,,,,,,,,,,,,,,,,,,3.19,,1.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Platinum,2.59,1.73,47.83,15.69,3.70,22,5820,,8.10,46,,,,,,,,10.85,4.31,,,,,,,,,,,,,,,,,,,,,,,,3.19,,1.11,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Diamond,2.53,3.19,49.06,16.00,3.64,23,5905,,8.29,46,,,,,,,,11.13,4.37,,,,,,,,,,,,,,,,,,,,,,,,3.22,,1.00,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Master,2.40,4.91,49.68,15.85,3.50,22,5846,,8.38,45,,,,,,,,11.08,4.38,,,,,,,,,,,,,,,,,,,,,,,,3.22,,0.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Widowmaker,Grandmaster,2.41,7.93,51.49,15.59,3.28,20,5816,,8.30,45,,,,,,,,10.86,4.25,,,,,,,,,,,,,,,,,,,,,,,,3.22,,0.84,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,All,2.92,4.42,48.45,19.15,7.31,52,9144,1326,8.10,,,,,,,,,9.63,1.48,35,7,,,,,,,,,,,,,,,,,,,,1.37,,,,,57,7.24,3.19,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Bronze,2.64,2.25,41.60,17.00,7.41,64,8082,1341,8.76,,,,,,,,,8.31,1.52,31,7,,,,,,,,,,,,,,,,,,,,1.13,,,,,52,5.84,3.01,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Silver,2.73,2.41,44.48,18.01,7.61,62,8417,1341,8.61,,,,,,,,,8.89,1.57,32,7,,,,,,,,,,,,,,,,,,,,1.20,,,,,54,6.28,3.17,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Gold,2.90,3.06,47.28,18.85,7.61,57,8802,1331,8.27,,,,,,,,,9.42,1.58,33,7,,,,,,,,,,,,,,,,,,,,1.29,,,,,56,6.76,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Platinum,2.93,4.38,48.18,19.32,7.42,53,9150,1319,8.12,,,,,,,,,9.74,1.53,35,7,,,,,,,,,,,,,,,,,,,,1.35,,,,,57,7.24,3.24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Diamond,2.97,6.24,49.06,19.59,7.25,49,9418,1317,7.97,,,,,,,,,9.94,1.47,36,7,,,,,,,,,,,,,,,,,,,,1.43,,,,,58,7.65,3.22,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Master,2.96,8.31,49.69,19.39,6.90,46,9511,1319,7.94,,,,,,,,,9.85,1.38,36,7,,,,,,,,,,,,,,,,,,,,1.51,,,,,57,7.79,3.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Soldier: 76,Grandmaster,2.95,9.65,51.42,18.99,6.49,43,9622,1320,7.79,,,,,,,,,9.63,1.34,37,7,,,,,,,,,,,,,,,,,,,,1.62,,,,,56,7.68,2.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Zenyatta,All,5.47,3.36,52.74,13.99,5.74,65,5119,6394,6.78,,,,,,,1522.24,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5.95,1283.67,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Bronze,5.00,1.36,48.70,12.71,5.77,65,4661,6070,7.42,,,,,,,1351.18,,,,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,4.77,1187.40,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Silver,5.19,1.31,48.35,13.55,6.08,69,4886,6313,7.29,,,,,,,1436.18,,,,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,4.80,1256.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Gold,5.47,1.80,51.21,14.00,6.10,69,5037,6402,7.10,,,,,,,1492.92,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5.36,1285.02,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Platinum,5.55,2.90,51.81,14.24,6.04,67,5140,6458,6.89,,,,,,,1534.15,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,5.89,1303.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Diamond,5.61,5.05,52.80,14.34,5.82,65,5216,6454,6.66,,,,,,,1558.07,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,23,6.27,1317.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Master,5.59,7.38,54.96,14.13,5.47,62,5204,6362,6.53,,,,,,,1553.15,,,,27,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,6.47,1270.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Zenyatta,Grandmaster,5.28,11.33,54.18,13.37,4.74,56,5154,6213,6.37,,,,,,,1512.87,,,,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,6.38,1237.38,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,All,3.92,2.11,50.59,12.73,5.72,97,3624,7048,7.41,,,,,,,,,,,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.41,9.82,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Bronze,3.44,1.42,44.22,10.80,5.60,111,3218,7908,7.67,,,,,,,,,,,24,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,24.10,10.34,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Silver,3.77,1.11,47.97,11.89,5.98,109,3405,7847,7.57,,,,,,,,,,,25,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,26.55,10.49,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Gold,3.87,1.37,48.65,12.42,5.97,105,3533,7637,7.49,,,,,,,,,,,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,28.28,10.18,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Platinum,3.96,1.95,50.82,12.81,5.85,100,3638,7310,7.40,,,,,,,,,,,26,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29.56,9.95,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Diamond,3.98,2.79,50.94,12.95,5.68,95,3686,6846,7.46,,,,,,,,,,,27,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.32,9.63,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Master,3.99,3.67,50.99,13.22,5.52,88,3738,6456,7.37,,,,,,,,,,,27,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.74,9.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
Lucio,Grandmaster,4.10,6.72,52.56,13.02,5.15,82,3794,6189,7.11,,,,,,,,,,,26,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,30.56,9.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Support
D.Va,All,6.35,1.85,48.27,21.07,6.19,123,8550,,5.41,,,,,,,,,,,26,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,9.02,2.14,2.15,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Bronze,5.32,1.63,42.58,18.97,6.46,132,7489,,6.02,,,,,,,,,,,23,,,,,,,,,,,,,,,,,79,,,,,,,,,,,,,,,,,7.52,2.43,2.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Silver,5.80,1.35,45.33,20.47,6.66,132,8028,,5.80,,,,,,,,,,,24,,,,,,,,,,,,,,,,,78,,,,,,,,,,,,,,,,,8.29,2.43,2.45,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Gold,6.22,1.36,47.31,21.26,6.66,129,8337,,5.62,,,,,,,,,,,25,,,,,,,,,,,,,,,,,77,,,,,,,,,,,,,,,,,8.77,2.40,2.41,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Platinum,6.35,1.82,48.49,21.49,6.47,125,8585,,5.49,,,,,,,,,,,26,,,,,,,,,,,,,,,,,74,,,,,,,,,,,,,,,,,9.12,2.27,2.28,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Diamond,6.64,2.67,48.58,21.55,6.15,119,8750,,5.33,,,,,,,,,,,27,,,,,,,,,,,,,,,,,72,,,,,,,,,,,,,,,,,9.35,2.12,2.13,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Master,6.59,3.63,49.40,20.88,5.74,114,8698,,5.26,,,,,,,,,,,28,,,,,,,,,,,,,,,,,70,,,,,,,,,,,,,,,,,9.21,1.92,1.92,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
D.Va,Grandmaster,6.47,5.53,50.94,19.91,5.05,109,8554,,4.93,,,,,,,,,,,29,,,,,,,,,,,,,,,,,68,,,,,,,,,,,,,,,,,9.12,1.55,1.56,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
Junkrat,All,2.67,1.92,47.46,16.37,6.08,50,8275,,8.21,,,,,,,,,9.93,2.61,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5.48,5.07,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Bronze,2.38,1.74,43.26,15.34,6.57,60,7670,,8.69,,,,,,,,,9.25,2.51,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,4.42,5.46,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Silver,2.58,1.74,45.91,16.00,6.61,58,8026,,8.49,,,,,,,,,9.66,2.56,26,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,4.87,5.42,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Gold,2.67,1.74,46.48,16.40,6.40,55,8201,,8.26,,,,,,,,,9.96,2.60,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5.19,5.25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Platinum,2.72,1.96,47.85,16.57,6.15,50,8373,,8.17,,,,,,,,,10.06,2.63,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5.55,5.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Diamond,2.67,2.40,48.25,16.60,5.78,45,8458,,8.16,,,,,,,,,10.12,2.65,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,5.90,4.93,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Master,2.69,2.65,49.54,16.31,5.47,42,8390,,8.14,,,,,,,,,9.85,2.59,25,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,18,6.03,4.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Junkrat,Grandmaster,2.54,2.75,49.32,15.56,4.94,38,8147,,8.20,,,,,,,,,9.37,2.68,24,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,17,6.00,4.54,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,All,2.70,2.51,49.32,17.03,6.01,49,8836,,7.51,41,,,,,,,,8.92,1.65,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.85,5.36,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Bronze,2.38,1.04,42.57,14.24,5.96,55,7192,,7.72,38,,,,,,,,7.28,1.66,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,4.09,2.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Silver,2.62,1.11,45.71,15.40,6.16,54,7715,,7.47,39,,,,,,,,7.89,1.70,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.86,4.58,2.72,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Gold,2.70,1.62,48.19,16.34,6.22,53,8215,,7.37,40,,,,,,,,8.39,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,5.01,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Platinum,2.74,2.39,49.36,17.09,6.21,50,8725,,7.44,41,,,,,,,,8.90,1.71,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,5.41,2.74,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Diamond,2.72,4.11,49.43,17.56,6.06,48,9153,,7.55,42,,,,,,,,9.26,1.68,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.87,5.63,2.69,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Master,2.68,5.05,51.28,17.66,5.71,44,9438,,7.65,42,,,,,,,,9.37,1.59,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.84,5.70,2.61,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Ashe,Grandmaster,2.69,4.95,51.18,17.76,5.29,41,9893,,7.76,43,,,,,,,,9.55,1.44,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.82,5.73,2.52,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,All,2.47,2.19,48.92,17.72,6.21,59,6638,,8.30,,,,,,,,,8.18,1.88,34,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,905.65,4.90,1.53,1.89,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Bronze,2.24,0.64,39.43,14.98,5.98,65,5758,,8.62,,,,,,,,,6.80,1.88,31,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,838.37,4.66,1.45,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Silver,2.42,0.67,44.77,16.33,6.28,67,6126,,8.51,,,,,,,,,7.37,1.94,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,873.48,4.77,1.50,2.12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Gold,2.47,0.86,45.57,17.11,6.35,63,6338,,8.39,,,,,,,,,7.76,1.93,32,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,886.21,4.87,1.51,2.04,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Platinum,2.45,1.54,46.75,17.62,6.36,62,6556,,8.44,,,,,,,,,8.10,1.92,33,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,907.72,4.95,1.53,1.96,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Diamond,2.48,3.14,48.50,17.97,6.33,59,6683,,8.44,,,,,,,,,8.31,1.89,34,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,916.25,4.95,1.53,1.88,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Master,2.45,4.85,49.24,18.16,6.17,57,6803,,8.30,,,,,,,,,8.42,1.85,35,9,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,917.78,4.94,1.54,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Tracer,Grandmaster,2.64,11.98,52.55,18.28,5.74,53,7071,,7.71,,,,,,,,,8.63,1.83,35,8,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,919.51,4.84,1.63,1.80,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Damage
Roadhog,All,3.72,0.71,40.19,17.28,7.85,114,8122,,6.74,,,,,,,,,,,27,,,,,,,,,,,,,,,,,71,,,,,,,,,,,,,,,,,,,,,,,,,,5183.32,,,,8.48,54.79,3.23,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Tank
